sender_upi_id,sender_bank,sender_account_age_days,total_txn_24h,unique_receivers_24h,total_amount_sent_24h,avg_txn_amount,rapid_txn_flag,repeated_amount_flag,night_activity_flag,cross_bank_flag,is_suspicious_sender
S1490@upi,ICICI,276,1,1,4300.636201174304,2775.4932187981676,0,0,0,1,0
S1491@upi,HDFC,214,4,1,16359.50715311619,3190.6913937466475,0,0,1,1,0
S1492@upi,ICICI,30,4,1,9134.626024693836,4502.137930797317,0,0,0,0,0
S1493@upi,AXIS,94,4,1,17898.779396175254,1283.5449033020764,0,0,1,0,0
S1494@upi,HDFC,26,3,1,11258.808087437785,3467.525439069796,0,0,1,0,0
S1495@upi,SBI,327,25,14,105852.74142448502,4378.998250120725,1,1,0,1,1
S1496@upi,HDFC,49,3,1,10658.541234299977,3052.0384508446587,0,0,0,0,0
S1497@upi,HDFC,266,4,2,19512.404256382513,1453.1590882481767,0,0,0,0,0
S1498@upi,ICICI,121,2,1,9942.155504219236,3881.0814993378444,0,0,0,0,0
S1499@upi,HDFC,24,2,1,4303.239841448844,4823.733047744338,0,0,0,1,0
S1500@upi,ICICI,241,1,2,2440.904344507404,3305.9399157972366,0,0,1,1,0
S1501@upi,SBI,124,33,10,34918.70308099835,2012.6223162572687,1,1,0,0,1
S1502@upi,SBI,238,2,1,9433.159935884272,4589.20984663442,0,0,0,0,0
S1503@upi,SBI,43,21,11,43739.193741221585,1557.50549277675,1,1,0,0,1
S1504@upi,SBI,197,3,2,13527.868022257284,3029.9031001362955,0,0,0,1,0
S1505@upi,HDFC,356,16,19,67449.66842467786,2991.000634445813,1,1,0,1,1
S1506@upi,ICICI,137,5,1,15419.942600514529,4895.549482533607,0,0,0,1,0
S1507@upi,HDFC,195,24,12,104718.11258924262,3704.073991827092,1,1,0,1,1
S1508@upi,HDFC,308,5,1,7401.79169495488,1640.3353090941328,0,0,0,0,0
S1509@upi,HDFC,60,4,2,10432.225341907588,4660.462698083074,0,0,1,1,0
S1510@upi,AXIS,229,3,2,10980.28768989748,1231.9946117445113,0,0,1,1,0
S1511@upi,HDFC,153,39,11,93481.78571905555,3678.217560523732,1,1,0,0,1
S1512@upi,YBL,173,4,1,11454.9572897081,1384.4813523401117,0,0,1,0,0
S1513@upi,YBL,273,1,1,2107.5684350221873,2951.140730490534,0,0,1,1,0
S1514@upi,SBI,165,2,2,8144.75907691799,2620.9716881423774,0,0,0,0,0
S1515@upi,SBI,159,3,2,14130.165079944803,3270.277947407179,0,0,0,0,0
S1516@upi,YBL,309,5,2,23548.668346839913,4979.286800187681,0,0,1,0,0
S1517@upi,YBL,170,3,1,3512.198974610027,1178.3844919071828,0,0,0,1,0
S1518@upi,AXIS,26,1,2,1778.7145738329873,3076.839405557298,0,0,0,1,0
S1519@upi,AXIS,316,2,1,5135.388483068191,1880.9608436549277,0,0,1,0,0
S1520@upi,ICICI,88,2,2,5312.4128144129245,2502.673094943304,0,0,0,0,0
S1521@upi,SBI,57,1,2,4732.112338647783,2840.998433833402,0,0,0,0,0
S1522@upi,AXIS,263,4,2,15570.964859223686,2411.924685120397,0,0,0,1,0
S1523@upi,HDFC,286,4,2,11956.44683056137,4703.547646569089,0,0,0,1,0
S1524@upi,ICICI,284,3,1,13272.655228573083,1345.4383145438592,0,0,0,1,0
S1525@upi,YBL,113,31,14,76511.1462967574,2617.1116612670885,1,1,0,0,1
S1526@upi,HDFC,258,4,1,4288.050936572123,3813.400139040274,0,0,0,1,0
S1527@upi,ICICI,273,3,2,4539.757752703501,1586.9557739366544,0,0,0,0,0
S1528@upi,YBL,172,4,1,5330.958955345869,2888.0754143143376,0,0,0,0,0
S1529@upi,HDFC,255,5,2,15462.352620476853,2183.0618993044627,0,0,0,0,0
S1530@upi,ICICI,249,1,1,4443.507299177633,2775.7767843914403,0,0,0,1,0
S1531@upi,SBI,23,3,1,6935.110069767869,2524.364943686725,0,0,0,0,0
S1532@upi,YBL,194,21,12,58521.11837315141,4459.309470438754,1,1,0,0,1
S1533@upi,YBL,164,5,2,9008.602380830436,1997.6076084155602,0,0,0,1,0
S1534@upi,HDFC,245,36,11,179011.05930935068,4326.0476960778815,1,1,0,0,1
S1535@upi,AXIS,44,5,2,10591.274011019841,2673.8501938990103,0,0,0,1,0
S1536@upi,YBL,303,1,1,3182.818627931821,4804.025195365278,0,0,0,0,0
S1537@upi,ICICI,240,29,9,59213.40158162462,1730.870728319012,1,1,0,0,1
S1538@upi,YBL,99,30,10,49820.857327687125,2707.4395319946007,1,1,0,1,1
S1539@upi,SBI,265,4,1,12027.450436414383,4252.577833089513,0,0,1,0,0
S1540@upi,HDFC,296,1,2,4769.220188334799,3618.9450182585488,0,0,0,0,0
S1541@upi,SBI,209,5,1,22495.04134200538,3655.53891883212,0,0,0,0,0
S1542@upi,HDFC,54,1,1,1358.6602141243097,4831.261967745575,0,0,0,1,0
S1543@upi,ICICI,196,3,1,12033.078565790043,3703.2614721732543,0,0,0,1,0
S1544@upi,ICICI,193,5,1,11289.21879243795,2898.2877278862316,0,0,0,0,0
S1545@upi,SBI,61,2,1,6371.766122597186,2650.2622571169977,0,0,0,0,0
S1546@upi,YBL,241,19,15,55144.89982073964,1627.5778358993061,1,1,0,0,1
S1547@upi,ICICI,122,28,16,57508.9619829296,4921.046502740988,1,1,0,1,1
S1548@upi,AXIS,205,20,12,32475.44860170114,2050.5526875643072,1,1,0,0,1
S1549@upi,AXIS,30,4,1,16877.684383485997,3461.467265851511,0,0,1,1,0
S1550@upi,AXIS,213,5,1,12710.813209089703,3500.0475180470685,0,0,0,0,0
S1551@upi,AXIS,161,4,2,9932.6611108963,2877.917283909983,0,0,0,0,0
S1552@upi,SBI,217,2,2,2636.814350214355,4231.176992433071,0,0,0,1,0
S1553@upi,HDFC,10,19,12,49521.15151526243,3246.211998046272,1,1,0,0,1
S1554@upi,ICICI,77,4,2,11398.170727877885,4046.4911728667944,0,0,1,0,0
S1555@upi,YBL,333,32,14,125376.63724795084,4499.038951453396,1,1,0,0,1
S1556@upi,SBI,183,3,2,5086.680714726787,2225.3633022115055,0,0,0,0,0
S1557@upi,AXIS,9,4,1,7106.147838910732,2427.791911559144,0,0,0,1,0
S1558@upi,SBI,29,16,19,36082.06711959064,4239.196762197011,1,1,1,0,1
S1559@upi,ICICI,48,2,1,8343.13921581194,2208.4957745840466,0,0,0,1,0
S1560@upi,AXIS,288,34,11,41284.692802640115,3515.9141355777283,1,1,1,1,1
S1561@upi,HDFC,364,4,1,5069.070515554953,3999.2399638624975,0,0,1,1,0
S1562@upi,ICICI,319,5,1,7800.943812603027,4368.464327240965,0,0,0,0,0
S1563@upi,YBL,304,5,2,9531.443905937704,4173.574639879254,0,0,1,1,0
S1564@upi,YBL,162,1,1,4473.387865577235,4035.5252711976227,0,0,0,0,0
S1565@upi,SBI,51,3,1,8770.503042851527,1368.3073048645315,0,0,0,0,0
S1566@upi,HDFC,66,2,1,2830.402904765421,2373.2967211895702,0,0,0,1,0
S1567@upi,HDFC,201,5,1,24112.671213823298,2853.6304992226737,0,0,0,1,0
S1568@upi,ICICI,129,5,1,7605.434423790019,2653.9732802549293,0,0,1,1,0
S1569@upi,AXIS,133,1,2,3028.7939937800165,3673.54433117973,0,0,0,1,0
S1570@upi,ICICI,350,5,1,20452.06988992952,1973.9409421166438,0,0,0,0,0
S1571@upi,AXIS,254,2,2,6311.357424732332,1697.5983501344274,0,0,0,0,0
S1572@upi,HDFC,318,3,1,4868.779639651006,2125.1325431465834,0,0,0,0,0
S1573@upi,YBL,257,1,1,2127.130432978145,2515.1031597537713,0,0,0,1,0
S1574@upi,HDFC,159,5,1,24364.073079143032,3626.768147989844,0,0,1,1,0
S1575@upi,AXIS,68,32,19,52142.84570389769,1083.125531397793,1,1,0,0,1
S1576@upi,HDFC,248,5,1,14002.048389529278,4517.939233984198,0,0,0,0,0
S1577@upi,YBL,24,4,2,19323.734378421774,2001.5516656276536,0,0,0,0,0
S1578@upi,HDFC,336,4,1,6305.494035255867,2171.5597143789473,0,0,1,0,0
S1579@upi,YBL,284,4,2,11555.142190221231,2811.1618184570316,0,0,0,1,0
S1580@upi,SBI,15,2,2,4364.710976216062,3234.4265518695206,0,0,0,1,0
S1581@upi,SBI,78,5,2,14167.328055264647,4946.129859217499,0,0,1,1,0
S1582@upi,YBL,357,19,10,35895.51141239638,2310.6857171133297,1,1,0,1,1
S1583@upi,AXIS,257,1,2,3140.292679398137,3211.155219656579,0,0,0,1,0
S1584@upi,AXIS,255,3,2,8439.227473469358,4734.138919623727,0,0,0,1,0
S1585@upi,ICICI,52,21,15,83891.23662265184,2268.0168674447173,1,1,0,1,1
S1586@upi,HDFC,118,28,9,88360.71885385881,1820.6546746490371,1,1,0,0,1
S1587@upi,AXIS,73,4,2,10827.919060760789,4156.193465511809,0,0,0,1,0
S1588@upi,AXIS,345,5,1,13185.804509545731,3043.8960075042733,0,0,0,1,0
S1589@upi,YBL,149,38,11,183287.48119455692,2463.622491555092,1,1,0,1,1
S1590@upi,AXIS,132,2,1,8781.78207124923,3593.0767212182673,0,0,1,1,0
S1591@upi,ICICI,292,18,18,66671.09236499085,4412.353402952362,1,1,0,0,1
S1592@upi,HDFC,197,25,15,94999.54827183268,4527.372252219208,1,1,0,0,1
S1593@upi,HDFC,131,33,17,73720.77531678836,2226.28072893401,1,1,0,1,1
S1594@upi,HDFC,65,4,1,15461.605286485505,1494.456206448277,0,0,0,0,0
S1595@upi,SBI,69,35,15,48697.50010292046,1795.2485861318019,1,1,0,1,1
S1596@upi,ICICI,256,2,1,8619.221797774342,4808.457915253401,0,0,0,1,0
S1597@upi,HDFC,306,5,2,18976.70423119462,3026.882275086034,0,0,0,0,0
S1598@upi,HDFC,115,27,11,32128.56239062183,4766.79906504592,1,1,0,0,1
S1599@upi,YBL,139,4,2,13542.35964554563,1213.607684866855,0,0,0,1,0
S1600@upi,AXIS,247,4,2,8118.21418217969,2268.6260358520344,0,0,0,1,0
S1601@upi,YBL,94,5,1,19725.006832869047,1532.2771273201213,0,0,0,0,0
S1602@upi,YBL,136,2,2,9432.039562984308,3962.212012693663,0,0,0,1,0
S1603@upi,AXIS,189,32,8,97681.86155340067,1053.938003536088,1,1,0,1,1
S1604@upi,HDFC,303,16,9,70338.17036627913,1017.9524592726326,1,1,1,0,1
S1605@upi,AXIS,363,1,2,4136.199119675577,1714.1566473539601,0,0,1,1,0
S1606@upi,HDFC,231,27,16,119175.24970440665,3948.747095292348,1,1,0,0,1
S1607@upi,HDFC,334,1,2,2841.227008019431,2610.641016954628,0,0,1,1,0
S1608@upi,ICICI,188,4,1,15031.080805462623,2806.279548971839,0,0,0,1,0
S1609@upi,YBL,285,33,15,58192.86955676708,1746.0465514331581,1,1,0,0,1
S1610@upi,YBL,114,4,2,19227.646576890118,4266.903916709243,0,0,0,1,0
S1611@upi,ICICI,197,2,2,8855.984437326897,4841.7962011761465,0,0,1,1,0
S1612@upi,SBI,133,5,1,24919.225667074934,1271.412950818421,0,0,0,1,0
S1613@upi,AXIS,216,32,10,152312.25811629393,4469.127749821166,1,1,0,1,1
S1614@upi,ICICI,302,1,1,4607.931503021886,3380.4619450344967,0,0,0,1,0
S1615@upi,SBI,44,38,10,91954.44609813139,1633.7063769131173,1,1,0,1,1
S1616@upi,AXIS,40,4,1,16648.411747586368,1472.4347533155328,0,0,0,1,0
S1617@upi,YBL,280,2,2,4181.974606249765,3651.164486397966,0,0,0,1,0
S1618@upi,ICICI,234,3,2,13502.699323538089,1204.0165935497976,0,0,0,1,0
S1619@upi,SBI,352,1,2,1968.8607206356169,1736.944403917391,0,0,1,0,0
S1620@upi,ICICI,337,5,1,11393.96338933639,2100.8720927872964,0,0,0,1,0
S1621@upi,AXIS,107,3,2,12804.865815557478,3232.142160201525,0,0,1,1,0
S1622@upi,SBI,11,3,1,14526.618732560273,2685.629426624112,0,0,0,0,0
S1623@upi,AXIS,225,5,2,14535.358268267624,3551.85660013575,0,0,0,0,0
S1624@upi,ICICI,290,4,2,10526.070477763406,3502.216221086813,0,0,0,1,0
S1625@upi,AXIS,8,5,1,21809.0627058245,2596.98935315592,0,0,0,0,0
S1626@upi,AXIS,78,2,1,2367.4238320200748,4302.13617512261,0,0,0,0,0
S1627@upi,HDFC,205,4,1,16435.04319579985,1878.780993679476,0,0,0,0,0
S1628@upi,HDFC,249,5,2,17166.797859982,2383.376787032468,0,0,1,0,0
S1629@upi,YBL,142,1,1,4931.59996918598,3825.5706558915326,0,0,1,0,0
S1630@upi,YBL,55,4,2,10798.793312684094,4995.295244852962,0,0,0,1,0
S1631@upi,SBI,9,3,1,11380.612619177862,2156.3723583856386,0,0,1,1,0
S1632@upi,YBL,228,22,11,97284.06520785448,2795.2846413115412,1,1,0,1,1
S1633@upi,HDFC,155,4,1,7173.148018970713,2269.800092232209,0,0,1,1,0
S1634@upi,SBI,43,3,1,5220.548732422597,1981.516695369573,0,0,1,0,0
S1635@upi,ICICI,312,26,11,52048.860573527236,1849.5934672487135,1,1,1,0,1
S1636@upi,SBI,49,3,1,3279.6200546732416,2541.9367230521075,0,0,1,0,0
S1637@upi,YBL,320,4,1,11677.007790967968,3262.405198623733,0,0,1,0,0
S1638@upi,SBI,9,1,1,3298.618619760865,1230.77073897955,0,0,1,0,0
S1639@upi,YBL,238,3,2,14531.451876906856,4410.706369648229,0,0,0,0,0
S1640@upi,SBI,251,29,16,129364.37275493896,4712.830252423731,1,1,0,0,1
S1641@upi,ICICI,346,32,14,114316.56078748054,1493.32485970158,1,1,0,1,1
S1642@upi,ICICI,193,5,1,21472.06837696611,3812.62141319032,0,0,0,1,0
S1643@upi,HDFC,154,1,1,2354.2215290160575,2111.253935934691,0,0,0,0,0
S1644@upi,ICICI,25,2,1,6488.562567724525,4497.190344984479,0,0,1,0,0
S1645@upi,HDFC,265,28,8,92700.65736823807,1125.3056974402127,1,1,1,1,1
S1646@upi,SBI,80,22,10,43059.862358062725,4392.95631331859,1,1,1,0,1
S1647@upi,AXIS,357,2,2,4654.869549958552,2635.932879285737,0,0,0,1,0
S1648@upi,YBL,165,1,1,3626.7981662262646,3318.832674184435,0,0,0,0,0
S1649@upi,ICICI,12,4,2,13561.408377001011,1522.7995160217454,0,0,1,1,0
S1650@upi,HDFC,239,28,19,134056.0459088792,1081.9095285609374,1,1,1,1,1
S1651@upi,ICICI,197,35,13,136935.89103098627,4897.5366191870025,1,1,1,0,1
S1652@upi,HDFC,331,5,1,19803.81512299566,3238.3587930825906,0,0,0,0,0
S1653@upi,HDFC,105,2,1,3624.321640283072,4444.564666310996,0,0,0,0,0
S1654@upi,YBL,356,27,8,116021.53418399034,2859.982731507507,1,1,1,1,1
S1655@upi,SBI,52,16,10,63873.41026513414,2059.9743436985736,1,1,0,1,1
S1656@upi,SBI,122,4,1,18371.237422169244,3072.7484287081925,0,0,0,1,0
S1657@upi,SBI,339,17,14,57310.28292667113,3269.347062192531,1,1,0,1,1
S1658@upi,SBI,282,30,17,99869.56793374469,4822.358643893883,1,1,0,1,1
S1659@upi,SBI,185,21,10,59487.58441135286,1107.9335346065284,1,1,0,1,1
S1660@upi,HDFC,204,3,1,9605.848567670653,1632.1460100992638,0,0,1,0,0
S1661@upi,AXIS,58,1,1,2117.3999299820616,3285.1266128954812,0,0,0,1,0
S1662@upi,SBI,42,4,2,15001.269002116907,1522.075429860302,0,0,0,0,0
S1663@upi,ICICI,315,4,1,19063.846893568047,3398.9276577817145,0,0,0,1,0
S1664@upi,SBI,39,1,1,2496.8933660611156,3210.5987213743197,0,0,0,1,0
S1665@upi,AXIS,67,2,1,4519.012625847892,4173.325553542234,0,0,1,1,0
S1666@upi,HDFC,110,4,2,10182.513986072145,3478.5031435709993,0,0,1,1,0
S1667@upi,HDFC,360,5,1,23969.275810079518,1542.3530028047176,0,0,0,1,0
S1668@upi,SBI,265,3,1,9495.16658912422,1775.3527491154357,0,0,0,1,0
S1669@upi,HDFC,180,3,2,7461.663374940614,3600.3060779362413,0,0,0,1,0
S1670@upi,AXIS,102,4,1,4069.728106131258,1123.6574695606935,0,0,0,0,0
S1671@upi,YBL,106,5,2,21298.051026523222,2335.964820623525,0,0,1,0,0
S1672@upi,HDFC,339,33,16,39144.45443802723,3964.7034624672046,1,1,1,1,1
S1673@upi,AXIS,186,4,2,14132.762249895866,3034.6795923716395,0,0,0,0,0
S1674@upi,ICICI,360,4,1,11152.142516287393,4681.045356309705,0,0,1,1,0
S1675@upi,AXIS,306,31,11,145397.13913501563,2604.6557523250162,1,1,0,1,1
S1676@upi,AXIS,223,3,1,13067.601536225282,4741.204216687431,0,0,0,1,0
S1677@upi,AXIS,293,35,11,101687.43546865058,4659.287305012369,1,1,1,0,1
S1678@upi,SBI,358,1,1,2588.5497717137955,4067.710722731308,0,0,0,0,0
S1679@upi,SBI,63,5,1,12221.557290875253,4869.38215861083,0,0,0,0,0
S1680@upi,AXIS,119,4,2,11013.516069852078,2490.431796503637,0,0,1,1,0
S1681@upi,HDFC,280,1,2,2403.2299884740314,1756.5572152164198,0,0,0,1,0
S1682@upi,HDFC,326,2,2,2276.7162965103535,2525.082633069028,0,0,0,1,0
S1683@upi,AXIS,186,3,1,8057.323499455904,3274.572836577499,0,0,0,1,0
S1684@upi,HDFC,208,3,1,7383.210157605166,1221.7090021369872,0,0,1,0,0
S1685@upi,YBL,353,16,14,38627.95344673918,3664.97486222528,1,1,0,0,1
S1686@upi,SBI,190,32,17,112926.31072583493,3181.5640571378854,1,1,0,0,1
S1687@upi,AXIS,46,5,1,18836.64465287446,1059.6516112039542,0,0,1,1,0
S1688@upi,ICICI,152,2,1,6453.42815700092,1655.5362886233916,0,0,1,0,0
S1689@upi,SBI,123,4,1,18861.08877325955,3972.8854903401525,0,0,1,1,0
S1690@upi,YBL,182,2,1,2691.57632823417,1878.473128180222,0,0,1,0,0
S1691@upi,ICICI,69,2,2,2842.5511251987487,2391.455079127293,0,0,1,1,0
S1692@upi,SBI,187,24,14,92231.31337158967,4296.4553476071615,1,1,0,0,1
S1693@upi,HDFC,148,26,19,67343.16329457502,2860.0250726778795,1,1,0,1,1
S1694@upi,HDFC,353,5,2,8565.430926516603,3696.1130585576534,0,0,0,0,0
S1695@upi,ICICI,150,1,2,2157.8739753199848,3448.663157313261,0,0,0,0,0
S1696@upi,AXIS,74,27,13,122854.0519433221,2224.3466506489212,1,1,0,0,1
S1697@upi,YBL,31,26,8,55783.2121818136,4236.355801038764,1,1,0,1,1
S1698@upi,AXIS,190,25,11,32126.10009050987,2973.79553197359,1,1,1,0,1
S1699@upi,YBL,10,2,2,4882.051816344325,3362.4554192563437,0,0,0,0,0
S1700@upi,ICICI,269,3,1,8764.354382047723,3746.299920115354,0,0,0,0,0
S1701@upi,ICICI,94,32,12,129737.31236400602,4854.733556931396,1,1,1,1,1
S1702@upi,YBL,351,3,1,13168.629857309807,2891.581343022137,0,0,1,1,0
S1703@upi,ICICI,184,4,1,6956.756536509276,4594.986481968788,0,0,0,1,0
S1704@upi,HDFC,161,1,1,4273.898996192036,3099.8033692098693,0,0,0,1,0
S1705@upi,SBI,258,2,1,9629.08394589067,4593.158043043082,0,0,0,1,0
S1706@upi,ICICI,191,4,2,7198.493525497714,3201.656349485092,0,0,0,0,0
S1707@upi,SBI,70,3,2,14483.794806339485,4206.595809955239,0,0,1,1,0
S1708@upi,AXIS,61,28,10,45165.28109121623,2783.85034117093,1,1,0,1,1
S1709@upi,HDFC,141,4,1,17838.887577365873,2501.15647005003,0,0,0,0,0
S1710@upi,YBL,80,3,1,13667.662978543367,1215.4889968843427,0,0,0,1,0
S1711@upi,AXIS,66,3,1,3459.3485619126222,4079.50457151561,0,0,0,0,0
S1712@upi,ICICI,207,31,8,128426.90624059728,4034.7238655951624,1,1,1,0,1
S1713@upi,ICICI,345,1,2,3968.0233002763625,1245.1756870396443,0,0,0,0,0
S1714@upi,AXIS,53,4,2,5511.484465116075,4299.954206237266,0,0,0,1,0
S1715@upi,HDFC,201,33,17,140629.94367078,4249.648651738453,1,1,0,0,1
S1716@upi,ICICI,20,37,13,155330.1773187606,1658.9929645647467,1,1,0,0,1
S1717@upi,AXIS,329,34,8,53850.129443446844,3286.076378858151,1,1,1,1,1
S1718@upi,ICICI,285,4,2,16757.154375423415,4899.834789449302,0,0,1,1,0
S1719@upi,HDFC,129,4,2,5316.385995993513,1417.3305056737292,0,0,0,0,0
S1720@upi,ICICI,189,4,1,8315.584964180378,1496.1579205503167,0,0,0,0,0
S1721@upi,AXIS,183,1,1,3520.7487094662865,3226.82547584479,0,0,0,0,0
S1722@upi,YBL,110,2,2,2291.874412349527,1595.806109023657,0,0,1,1,0
S1723@upi,YBL,280,5,2,16375.906200063082,3690.470651221736,0,0,1,1,0
S1724@upi,AXIS,341,1,2,3123.108812331001,1271.4311580708672,0,0,0,1,0
S1725@upi,HDFC,31,27,12,97545.29457656614,3084.715233290906,1,1,0,1,1
S1726@upi,HDFC,198,5,2,8981.429331365382,4372.153559056884,0,0,0,0,0
S1727@upi,SBI,96,30,8,72871.19135244127,3965.5625148578138,1,1,0,1,1
S1728@upi,SBI,86,4,1,14159.630610444608,1553.1683887836825,0,0,0,0,0
S1729@upi,ICICI,81,23,17,44638.73243586423,4870.625390512096,1,1,1,0,1
S1730@upi,SBI,139,5,1,15020.667242641724,2787.965148453669,0,0,0,0,0
S1731@upi,AXIS,272,3,2,9657.202277366294,4524.088587908626,0,0,0,1,0
S1732@upi,YBL,259,1,2,3853.661270886585,2345.2933623779463,0,0,0,1,0
S1733@upi,YBL,139,23,16,52933.4447713073,1448.0329454226232,1,1,0,0,1
S1734@upi,YBL,92,5,1,10455.951780484085,4506.260442787498,0,0,1,0,0
S1735@upi,YBL,58,22,9,98438.91112344408,1853.6613488724206,1,1,0,1,1
S1736@upi,AXIS,290,4,1,6961.488682607995,1966.0109374141448,0,0,0,1,0
S1737@upi,AXIS,219,4,2,8633.010301882692,1672.4464669038653,0,0,0,1,0
S1738@upi,YBL,328,2,2,4099.300438956885,1251.5030279134116,0,0,0,1,0
S1739@upi,YBL,319,2,1,2857.007276355106,2124.2892723001687,0,0,1,0,0
S1740@upi,AXIS,146,15,12,39122.18263141997,4280.483661955281,1,1,0,0,1
S1741@upi,AXIS,354,1,2,4273.831647683715,3185.492887997691,0,0,0,1,0
S1742@upi,YBL,41,34,14,127079.04551318432,3857.2076768730544,1,1,1,1,1
S1743@upi,AXIS,246,1,2,4014.044290657932,4636.340471693145,0,0,1,1,0
S1744@upi,ICICI,142,1,2,2417.5006938222577,2327.3643552817293,0,0,0,0,0
S1745@upi,SBI,241,5,2,24283.359597097435,2761.8985513562266,0,0,0,1,0
S1746@upi,ICICI,177,2,1,7177.553545077776,2887.5661520555673,0,0,0,0,0
S1747@upi,HDFC,253,4,2,9526.73424807835,4841.113635240752,0,0,1,1,0
S1748@upi,SBI,207,3,1,6767.573854823563,2287.911237273901,0,0,0,0,0
S1749@upi,SBI,333,5,1,15616.524422539409,1491.6791467716885,0,0,1,0,0
S1750@upi,HDFC,29,1,2,1534.2416604583589,1521.3117411408934,0,0,0,0,0
S1751@upi,YBL,182,19,9,74110.47129105165,4551.789173986114,1,1,1,0,1
S1752@upi,YBL,310,3,1,5596.688182984772,4483.074072811605,0,0,0,0,0
S1753@upi,HDFC,161,2,2,5065.394234992362,3639.830943488598,0,0,0,1,0
S1754@upi,AXIS,204,5,2,16023.222393726493,2687.4615394231605,0,0,0,1,0
S1755@upi,YBL,144,37,14,87076.36211722338,3852.9173728874207,1,1,1,0,1
S1756@upi,ICICI,124,17,18,57223.744812381185,4271.583808261274,1,1,0,1,1
S1757@upi,SBI,326,4,2,15774.11277174506,4173.919481702156,0,0,0,1,0
S1758@upi,ICICI,305,21,10,104842.9031836383,2934.8905612473645,1,1,0,1,1
S1759@upi,SBI,53,35,13,117648.92224038302,1496.5390876869517,1,1,0,0,1
S1760@upi,AXIS,254,5,1,11669.346448810684,4899.023361916907,0,0,0,1,0
S1761@upi,YBL,59,35,14,101241.64237700411,2423.498969178172,1,1,0,1,1
S1762@upi,HDFC,298,4,2,4031.751175337137,1265.2281918475792,0,0,0,1,0
S1763@upi,ICICI,149,5,1,18974.324148135012,3839.715045870359,0,0,0,1,0
S1764@upi,HDFC,276,3,2,11990.109453779562,4151.242622264889,0,0,0,0,0
S1765@upi,HDFC,51,1,2,2031.9991341860377,3411.944329854347,0,0,0,0,0
S1766@upi,SBI,172,22,16,60473.26097500736,4929.132183179943,1,1,0,1,1
S1767@upi,ICICI,39,4,2,13798.841498181826,3246.457764932549,0,0,0,0,0
S1768@upi,ICICI,245,5,2,6074.2005990838925,3934.6098328184344,0,0,0,0,0
S1769@upi,HDFC,89,29,16,55852.05719237403,1199.4449485198747,1,1,1,1,1
S1770@upi,AXIS,185,5,2,16001.189406578704,4683.269952925238,0,0,0,0,0
S1771@upi,YBL,166,5,2,14646.39756491773,4380.2255533654625,0,0,0,1,0
S1772@upi,AXIS,311,1,1,2729.2814691349877,3526.132516714843,0,0,0,1,0
S1773@upi,SBI,142,2,1,9311.85907000901,3178.728361142535,0,0,0,0,0
S1774@upi,AXIS,97,36,16,125247.28244675306,4155.937868851408,1,1,1,1,1
S1775@upi,HDFC,40,38,17,108996.20934861767,2330.0521024418595,1,1,0,1,1
S1776@upi,SBI,342,2,1,2733.5093713502292,4864.114204227388,0,0,0,1,0
S1777@upi,HDFC,167,4,1,5445.893234655616,1683.2538540112364,0,0,0,0,0
S1778@upi,ICICI,65,17,11,43890.90923213706,4341.42478110516,1,1,1,0,1
S1779@upi,HDFC,87,3,1,6144.766732203927,2776.2743095583746,0,0,0,0,0
S1780@upi,SBI,57,36,8,41180.447883880646,4703.1292857444405,1,1,0,1,1
S1781@upi,SBI,255,1,2,3311.5607533530674,2612.9673007039487,0,0,0,0,0
S1782@upi,AXIS,231,1,2,3164.2348857241714,4461.684381601407,0,0,0,1,0
S1783@upi,ICICI,29,1,1,2212.1597349951026,4086.2405281623815,0,0,0,0,0
S1784@upi,SBI,131,4,1,10830.341943535643,1635.3659138054368,0,0,0,1,0
S1785@upi,HDFC,243,4,1,11689.295652345372,2013.7624838662603,0,0,0,1,0
S1786@upi,ICICI,195,3,2,10101.517372732716,1880.7511707024737,0,0,0,1,0
S1787@upi,SBI,87,4,1,9116.309760678982,2085.4276800609578,0,0,0,1,0
S1788@upi,AXIS,163,2,1,9534.930182159125,4990.093909828152,0,0,0,1,0
S1789@upi,YBL,213,3,2,4213.091491195065,3467.0584182685707,0,0,0,0,0
S1790@upi,HDFC,282,5,1,12448.744349101135,3680.6702470085797,0,0,1,0,0
S1791@upi,ICICI,147,1,1,2919.0629758730647,3647.9446076829577,0,0,0,1,0
S1792@upi,HDFC,214,4,2,19266.875624326436,4662.566231396173,0,0,1,1,0
S1793@upi,HDFC,312,3,1,6044.7740926808,1753.2520901790808,0,0,0,1,0
S1794@upi,SBI,110,5,2,6329.467281268553,1199.3241246228986,0,0,1,0,0
S1795@upi,ICICI,79,4,2,9980.34789146634,1176.2655946603645,0,0,1,0,0
S1796@upi,HDFC,230,22,8,104107.39264167965,2332.8921340223114,1,1,0,0,1
S1797@upi,HDFC,180,2,1,8893.660076781252,1469.5188001121337,0,0,0,1,0
S1798@upi,YBL,148,1,2,2066.3311472234013,1410.2547665901172,0,0,1,0,0
S1799@upi,HDFC,289,1,2,2652.457433221848,2614.4251057240926,0,0,0,1,0
S1800@upi,SBI,299,1,1,4974.109108865989,1837.3365410804313,0,0,1,0,0
S1801@upi,AXIS,7,24,18,66753.43056843472,4266.348482713775,1,1,0,1,1
S1802@upi,HDFC,67,4,1,6918.870641743373,3278.4536350310445,0,0,0,0,0
S1803@upi,ICICI,302,5,2,16244.845190456152,3171.1305398333,0,0,0,1,0
